0 33
0 33
1 34
1 34
1 31
1 31
2 42
2 42
2 11
2 11
3 35
3 35
3 29
3 29
4 15
4 15
5 8
5 8
5 14
5 14
6 35
6 35
6 7
6 7
8 31
8 31
9 48
9 48
9 14
9 14
11 13
11 13
12 17
12 17
13 22
13 22
15 18
15 18
17 44
17 44
18 38
18 38
18 36
18 36
20 34
20 34
20 38
20 38
23 30
23 30
24 39
24 39
24 49
24 49
26 30
26 30
27 29
27 29
28 40
28 40
28 37
28 37
28 47
28 47
31 38
31 38
32 39
32 39
32 37
32 37
40 48
40 48
41 44
41 44
41 44
41 44
42 43
42 43
45 47
45 47
46 49
46 49
